olay_id,medya_tipi,kaynak,baslik,icerik,referans,similarity,modification_score,provocative_score,misleading_label
14,karsit,Sozcu,Çiftçi maliyetler altında eziliyor,"Çiftçiler artan girdi maliyetleri nedeniyle zor günler geçiriyor. Gübre, mazot ve diğer üretim maliyetlerinin yükselmesi üretimi olumsuz etkiliyor. Üreticiler desteklerin yetersiz olduğunu ifade ediyor. Uzmanlar tarım politikalarının yeniden gözden geçirilmesi gerektiğini belirtiyor.",Tarım sektörüne ilişkin güncel üretim ve maliyet verileri açıklandı. Yetkililer bazı ürünlerde artış yaşandığını belirtti. Sektördeki gelişmeler farklı yönleriyle değerlendiriliyor. Önümüzdeki dönemde üretim trendlerinin nasıl şekilleneceği merak ediliyor.,0.07049424067130822,0.9295057593286917,0.06060606060606061,1
14,notr,Hurriyet,Tarım verileri açıklandı,Tarım sektörüne ilişkin güncel üretim ve maliyet verileri açıklandı. Yetkililer bazı ürünlerde artış yaşandığını belirtti. Sektördeki gelişmeler farklı yönleriyle değerlendiriliyor. Önümüzdeki dönemde üretim trendlerinin nasıl şekilleneceği merak ediliyor.,Tarım sektörüne ilişkin güncel üretim ve maliyet verileri açıklandı. Yetkililer bazı ürünlerde artış yaşandığını belirtti. Sektördeki gelişmeler farklı yönleriyle değerlendiriliyor. Önümüzdeki dönemde üretim trendlerinin nasıl şekilleneceği merak ediliyor.,0.9999999999999999,1.1102230246251565e-16,0.05172413793103448,1
15,yandas,Sabah,Ulaşım yatırımları hız kesmiyor,Ulaşım alanında yapılan yatırımların artarak devam ettiği açıklandı. Yeni projelerle şehir içi ulaşımın daha hızlı ve konforlu hale getirilmesi hedefleniyor. Yetkililer altyapı çalışmalarının planlandığı şekilde ilerlediğini belirtti. Ulaşım projelerinin ekonomik ve sosyal katkı sağlayacağı ifade edildi.,Ulaşım alanında yeni düzenlemeler yürürlüğe girdi. Yetkililer sistemin daha verimli hale getirilmesinin hedeflendiğini açıkladı. Farklı şehirlerde çeşitli uygulamalar devreye alındı. Sürecin etkileri ilerleyen dönemde değerlendirilecek.,0.12659584532359952,0.8734041546764004,0.02702702702702703,0
15,karsit,Sozcu,Ulaşım zamları tepki çekti,Ulaşım ücretlerine yapılan zamlar vatandaşların tepkisini çekiyor. Artan maliyetlerin günlük yaşamı olumsuz etkilediği belirtiliyor. Özellikle büyük şehirlerde ulaşım giderlerinin önemli bir yük haline geldiği ifade ediliyor. Vatandaşlar fiyatların yeniden düzenlenmesini talep ediyor.,Ulaşım alanında yeni düzenlemeler yürürlüğe girdi. Yetkililer sistemin daha verimli hale getirilmesinin hedeflendiğini açıkladı. Farklı şehirlerde çeşitli uygulamalar devreye alındı. Sürecin etkileri ilerleyen dönemde değerlendirilecek.,0.05519403591490579,0.9448059640850942,0.09090909090909091,2
15,notr,Hurriyet,Ulaşımda yeni düzenlemeler,Ulaşım alanında yeni düzenlemeler yürürlüğe girdi. Yetkililer sistemin daha verimli hale getirilmesinin hedeflendiğini açıkladı. Farklı şehirlerde çeşitli uygulamalar devreye alındı. Sürecin etkileri ilerleyen dönemde değerlendirilecek.,Ulaşım alanında yeni düzenlemeler yürürlüğe girdi. Yetkililer sistemin daha verimli hale getirilmesinin hedeflendiğini açıkladı. Farklı şehirlerde çeşitli uygulamalar devreye alındı. Sürecin etkileri ilerleyen dönemde değerlendirilecek.,1.0000000000000002,-2.220446049250313e-16,0.09615384615384616,1
16,yandas,Sabah,İhracatta büyük artış,Türkiye’nin dış ticaret alanında güçlü bir performans sergilediği açıklandı. Yetkililer ihracat rakamlarında önemli artış yaşandığını belirtti. Yeni pazarların açılmasıyla birlikte ticaret hacminin genişlediği ifade edildi. Uzmanlar bu gelişmenin ekonomik büyümeye katkı sağlayacağını vurguladı.,Son döneme ait ihracat ve ithalat verileri kamuoyuyla paylaşıldı. Açıklanan rakamlarda bazı kalemlerde artış gözlemlenirken bazı alanlarda düşüş dikkat çekti. Uzmanlar verileri farklı açılardan değerlendiriyor. Önümüzdeki dönemde dış ticaret trendlerinin nasıl şekilleneceği takip edilecek.,0.09001033222842172,0.9099896677715783,0.04411764705882353,1
16,karsit,Sozcu,İthalat bağımlılığı sürüyor,Ekonomistler dış ticaret verilerini değerlendirirken ithalata olan bağımlılığın devam ettiğine dikkat çekiyor. İhracat artışına rağmen dış ticaret açığının sürdüğü ifade ediliyor. Uzmanlar yapısal sorunların çözülmediğini belirtiyor. Ekonomik dengelerin sağlanması için yeni politikalar gerektiği vurgulanıyor.,Son döneme ait ihracat ve ithalat verileri kamuoyuyla paylaşıldı. Açıklanan rakamlarda bazı kalemlerde artış gözlemlenirken bazı alanlarda düşüş dikkat çekti. Uzmanlar verileri farklı açılardan değerlendiriyor. Önümüzdeki dönemde dış ticaret trendlerinin nasıl şekilleneceği takip edilecek.,0.08801198492314581,0.9119880150768542,0.07142857142857142,1
16,notr,Hurriyet,Dış ticaret verileri açıklandı,Son döneme ait ihracat ve ithalat verileri kamuoyuyla paylaşıldı. Açıklanan rakamlarda bazı kalemlerde artış gözlemlenirken bazı alanlarda düşüş dikkat çekti. Uzmanlar verileri farklı açılardan değerlendiriyor. Önümüzdeki dönemde dış ticaret trendlerinin nasıl şekilleneceği takip edilecek.,Son döneme ait ihracat ve ithalat verileri kamuoyuyla paylaşıldı. Açıklanan rakamlarda bazı kalemlerde artış gözlemlenirken bazı alanlarda düşüş dikkat çekti. Uzmanlar verileri farklı açılardan değerlendiriyor. Önümüzdeki dönemde dış ticaret trendlerinin nasıl şekilleneceği takip edilecek.,0.9999999999999998,2.220446049250313e-16,0.07142857142857142,1
17,yandas,Sabah,Gençlik projeleri destekleniyor,Gençlere yönelik projelerin artırıldığı ve yeni destek programlarının devreye alındığı açıklandı. Yetkililer bu projelerin gençlerin gelişimine katkı sağlayacağını belirtti. Eğitim ve istihdam alanında çeşitli fırsatlar sunulduğu ifade edildi. Programların uzun vadede olumlu sonuçlar doğurması bekleniyor.,Gençlere yönelik yeni politikalar ve projeler kamuoyuna duyuruldu. Yetkililer eğitim ve istihdam alanında çeşitli çalışmalar yürütüldüğünü açıkladı. Programların farklı yaş gruplarını kapsadığı ifade edildi. Uygulamaların etkileri ilerleyen dönemde değerlendirilecek.,0.2781336282564661,0.7218663717435339,0.05555555555555555,1
17,karsit,Sozcu,Genç işsizliği artıyor,Gençler arasında işsizlik oranlarının arttığına dair veriler dikkat çekiyor. Uzmanlar ekonomik koşulların genç istihdamını olumsuz etkilediğini belirtiyor. Mezun olan birçok gencin iş bulmakta zorlandığı ifade ediliyor. Sorunun çözümü için daha kapsamlı politikalar gerektiği vurgulanıyor.,Gençlere yönelik yeni politikalar ve projeler kamuoyuna duyuruldu. Yetkililer eğitim ve istihdam alanında çeşitli çalışmalar yürütüldüğünü açıkladı. Programların farklı yaş gruplarını kapsadığı ifade edildi. Uygulamaların etkileri ilerleyen dönemde değerlendirilecek.,0.03216619807385299,0.967833801926147,0.05714285714285714,1
17,notr,Hurriyet,Gençlik politikalarında yeni adımlar,Gençlere yönelik yeni politikalar ve projeler kamuoyuna duyuruldu. Yetkililer eğitim ve istihdam alanında çeşitli çalışmalar yürütüldüğünü açıkladı. Programların farklı yaş gruplarını kapsadığı ifade edildi. Uygulamaların etkileri ilerleyen dönemde değerlendirilecek.,Gençlere yönelik yeni politikalar ve projeler kamuoyuna duyuruldu. Yetkililer eğitim ve istihdam alanında çeşitli çalışmalar yürütüldüğünü açıkladı. Programların farklı yaş gruplarını kapsadığı ifade edildi. Uygulamaların etkileri ilerleyen dönemde değerlendirilecek.,0.9999999999999999,1.1102230246251565e-16,0.06666666666666667,1
18,yandas,Sabah,Adalet sisteminde reform,Adalet sisteminde yapılan yeni düzenlemelerle süreçlerin hızlandırılmasının hedeflendiği açıklandı. Yetkililer reformların yargı sistemini daha etkin hale getireceğini belirtti. Yeni uygulamaların vatandaşların adalete erişimini kolaylaştıracağı ifade edildi. Reform sürecinin kararlılıkla sürdürüleceği vurgulandı.,Adalet sistemine yönelik yeni reform düzenlemeleri gündeme geldi. Yetkililer sürecin detayları hakkında bilgilendirme yaptı. Farklı kesimler reformların etkilerini değerlendiriyor. Yasal sürecin ilerleyişi yakından takip ediliyor.,0.11378338078837841,0.8862166192116216,0.0625,1
18,karsit,Sozcu,Yargıya güven tartışılıyor,Yargı sistemine duyulan güvenin azaldığı yönündeki tartışmalar gündemde yer alıyor. Yapılan anketler vatandaşların önemli bir kısmının yargıya güven duymadığını gösteriyor. Uzmanlar sistemdeki sorunların çözülmesi gerektiğini belirtiyor. Daha şeffaf ve bağımsız bir yapı talep ediliyor.,Adalet sistemine yönelik yeni reform düzenlemeleri gündeme geldi. Yetkililer sürecin detayları hakkında bilgilendirme yaptı. Farklı kesimler reformların etkilerini değerlendiriyor. Yasal sürecin ilerleyişi yakından takip ediliyor.,0.03354960620564174,0.9664503937943583,0.08571428571428572,2
18,notr,Hurriyet,Yargı reformu gündemde,Adalet sistemine yönelik yeni reform düzenlemeleri gündeme geldi. Yetkililer sürecin detayları hakkında bilgilendirme yaptı. Farklı kesimler reformların etkilerini değerlendiriyor. Yasal sürecin ilerleyişi yakından takip ediliyor.,Adalet sistemine yönelik yeni reform düzenlemeleri gündeme geldi. Yetkililer sürecin detayları hakkında bilgilendirme yaptı. Farklı kesimler reformların etkilerini değerlendiriyor. Yasal sürecin ilerleyişi yakından takip ediliyor.,0.9999999999999991,8.881784197001252e-16,0.11538461538461539,1
19,yandas,Sabah,Konut projeleri hızla ilerliyor,Yeni konut projelerinin planlanan takvim doğrultusunda ilerlediği açıklandı. Yetkililer bu projelerle barınma sorununa çözüm üretileceğini belirtti. İnşaat çalışmalarının hız kazandığı ifade edildi. Projelerin tamamlanmasıyla birlikte birçok vatandaşın konut sahibi olması bekleniyor.,Konut piyasasına ilişkin güncel veriler açıklandı. Fiyatlar ve arz-talep dengesi üzerine çeşitli değerlendirmeler yapıldı. Uzmanlar piyasadaki değişimleri analiz ediyor. Önümüzdeki dönemde konut sektörünün nasıl şekilleneceği merak ediliyor.,0.0873061952091555,0.9126938047908445,0.046875,1
19,karsit,Sozcu,Konut fiyatları uçtu,Konut fiyatlarında yaşanan artış vatandaşların ev sahibi olmasını zorlaştırıyor. Özellikle büyük şehirlerde fiyatların hızla yükseldiği ifade ediliyor. Vatandaşlar kira ve konut maliyetlerinden şikayetçi. Uzmanlar piyasada denge sağlanması gerektiğini belirtiyor.,Konut piyasasına ilişkin güncel veriler açıklandı. Fiyatlar ve arz-talep dengesi üzerine çeşitli değerlendirmeler yapıldı. Uzmanlar piyasadaki değişimleri analiz ediyor. Önümüzdeki dönemde konut sektörünün nasıl şekilleneceği merak ediliyor.,0.13105871585359513,0.8689412841464048,0.03333333333333333,0
19,notr,Hurriyet,Konut piyasasında son durum,Konut piyasasına ilişkin güncel veriler açıklandı. Fiyatlar ve arz-talep dengesi üzerine çeşitli değerlendirmeler yapıldı. Uzmanlar piyasadaki değişimleri analiz ediyor. Önümüzdeki dönemde konut sektörünün nasıl şekilleneceği merak ediliyor.,Konut piyasasına ilişkin güncel veriler açıklandı. Fiyatlar ve arz-talep dengesi üzerine çeşitli değerlendirmeler yapıldı. Uzmanlar piyasadaki değişimleri analiz ediyor. Önümüzdeki dönemde konut sektörünün nasıl şekilleneceği merak ediliyor.,0.9999999999999999,1.1102230246251565e-16,0.05357142857142857,1
20,yandas,Sabah,Teknoloji yatırımları artıyor,Türkiye’nin teknoloji alanında yaptığı yatırımların arttığı açıklandı. Yetkililer yerli üretimin desteklendiğini ve yeni projelerin hayata geçirildiğini belirtti. Teknoloji sektöründe büyümenin sürdüğü ifade edildi. Bu gelişmelerin ekonomik kalkınmaya katkı sağlayacağı vurgulandı.,Teknoloji sektöründe son dönemde çeşitli gelişmeler yaşandı. Yeni yatırımlar ve iş birlikleri kamuoyuna duyuruldu. Yetkililer sektörün büyüme potansiyeline dikkat çekti. Gelişmelerin etkileri önümüzdeki süreçte değerlendirilecek.,0.14126251113161223,0.8587374888683877,0.04838709677419355,1
20,karsit,Sozcu,Teknoloji açığı büyüyor,Uzmanlar teknoloji alanında dışa bağımlılığın devam ettiğine dikkat çekiyor. Yerli üretimin yeterli seviyeye ulaşmadığı ifade ediliyor. Teknoloji açığının ekonomik risk oluşturduğu belirtiliyor. Daha fazla yatırım ve stratejik planlama gerektiği vurgulanıyor.,Teknoloji sektöründe son dönemde çeşitli gelişmeler yaşandı. Yeni yatırımlar ve iş birlikleri kamuoyuna duyuruldu. Yetkililer sektörün büyüme potansiyeline dikkat çekti. Gelişmelerin etkileri önümüzdeki süreçte değerlendirilecek.,0.0774878414339957,0.9225121585660043,0.0,0
20,notr,Hurriyet,Teknoloji sektöründe gelişmeler,Teknoloji sektöründe son dönemde çeşitli gelişmeler yaşandı. Yeni yatırımlar ve iş birlikleri kamuoyuna duyuruldu. Yetkililer sektörün büyüme potansiyeline dikkat çekti. Gelişmelerin etkileri önümüzdeki süreçte değerlendirilecek.,Teknoloji sektöründe son dönemde çeşitli gelişmeler yaşandı. Yeni yatırımlar ve iş birlikleri kamuoyuna duyuruldu. Yetkililer sektörün büyüme potansiyeline dikkat çekti. Gelişmelerin etkileri önümüzdeki süreçte değerlendirilecek.,1.0000000000000002,-2.220446049250313e-16,0.038461538461538464,0
21,yandas,Sabah,Yeni metro hattı hizmete açıldı,Şehir içi ulaşımı rahatlatacak yeni metro hattı düzenlenen törenle hizmete açıldı. Yetkililer hattın günlük binlerce yolcuya hizmet vereceğini belirtti. Projenin ulaşım süresini önemli ölçüde kısaltacağı ifade edildi. Yatırımın şehir altyapısına büyük katkı sağlayacağı vurgulandı.,Yeni metro hattı düzenlenen törenle hizmete açıldı. Hattın şehir içi ulaşımı rahatlatması bekleniyor. Yetkililer kapasite ve güzergah hakkında bilgi verdi. Yolcular hattı kullanmaya başladı.,0.30737645011044334,0.6926235498895567,0.08571428571428572,2
21,karsit,Sozcu,Metro hattı gecikmeli açıldı,Yeni metro hattının planlanandan geç tamamlanması eleştirilere neden oldu. Vatandaşlar uzun süredir bekledikleri projenin gecikmesinden şikayetçi. Uzmanlar projedeki maliyet artışlarına dikkat çekti. Açılışa rağmen bazı eksiklerin sürdüğü ifade edildi.,Yeni metro hattı düzenlenen törenle hizmete açıldı. Hattın şehir içi ulaşımı rahatlatması bekleniyor. Yetkililer kapasite ve güzergah hakkında bilgi verdi. Yolcular hattı kullanmaya başladı.,0.0382503639305202,0.9617496360694798,0.11666666666666667,2
21,notr,Hurriyet,Metro hattı kullanıma sunuldu,Yeni metro hattı düzenlenen törenle hizmete açıldı. Hattın şehir içi ulaşımı rahatlatması bekleniyor. Yetkililer kapasite ve güzergah hakkında bilgi verdi. Yolcular hattı kullanmaya başladı.,Yeni metro hattı düzenlenen törenle hizmete açıldı. Hattın şehir içi ulaşımı rahatlatması bekleniyor. Yetkililer kapasite ve güzergah hakkında bilgi verdi. Yolcular hattı kullanmaya başladı.,1.0000000000000016,-1.5543122344752192e-15,0.12,1
22,yandas,Sabah,Yerel festival yoğun ilgi gördü,Düzenlenen yerel festival vatandaşlardan yoğun ilgi gördü. Etkinlikte kültürel faaliyetler ve konserler yer aldı. Yetkililer organizasyonun turizme katkı sağladığını belirtti. Festivalin önümüzdeki yıllarda daha da büyütülmesi planlanıyor.,Şehirde düzenlenen festival çeşitli etkinliklerle tamamlandı. Vatandaşlar konser ve gösterilere katıldı. Organizasyon farklı alanlarda etkinliklere sahne oldu. Festivalin genel değerlendirmesi yapılacak.,0.09280491203731801,0.907195087962682,0.05357142857142857,1
22,karsit,Sozcu,Festival organizasyonu eleştirildi,Düzenlenen festival bazı kesimler tarafından eleştirildi. Katılımcılar organizasyonun yetersiz olduğunu ifade etti. Altyapı ve planlama eksikliklerine dikkat çekildi. Etkinlik sonrası tartışmalar devam ediyor.,Şehirde düzenlenen festival çeşitli etkinliklerle tamamlandı. Vatandaşlar konser ve gösterilere katıldı. Organizasyon farklı alanlarda etkinliklere sahne oldu. Festivalin genel değerlendirmesi yapılacak.,0.07410490946435136,0.9258950905356487,0.14583333333333334,3
22,notr,Hurriyet,Yerel festival gerçekleştirildi,Şehirde düzenlenen festival çeşitli etkinliklerle tamamlandı. Vatandaşlar konser ve gösterilere katıldı. Organizasyon farklı alanlarda etkinliklere sahne oldu. Festivalin genel değerlendirmesi yapılacak.,Şehirde düzenlenen festival çeşitli etkinliklerle tamamlandı. Vatandaşlar konser ve gösterilere katıldı. Organizasyon farklı alanlarda etkinliklere sahne oldu. Festivalin genel değerlendirmesi yapılacak.,0.9999999999999992,7.771561172376096e-16,0.11363636363636363,1
23,yandas,Sabah,Spor yatırımları gençleri teşvik ediyor,Yeni spor tesislerinin gençlerin gelişimine katkı sağladığı ifade edildi. Yetkililer yatırımların spor faaliyetlerini artırdığını belirtti. Gençlerin spora yönelmesinin hedeflendiği açıklandı. Projelerin yaygınlaştırılması planlanıyor.,Spor alanında yeni tesisler hizmete açıldı. Yetkililer projelerin gençlere yönelik olduğunu belirtti. Tesislerin farklı spor dallarına hizmet verdiği açıklandı. Kullanım oranları takip ediliyor.,0.21159142985457,0.78840857014543,0.08333333333333333,2
23,karsit,Sozcu,Spor tesisleri atıl kalıyor,Bazı spor tesislerinin yeterince kullanılmadığı iddia edildi. Vatandaşlar yatırımların verimli değerlendirilmediğini belirtiyor. Uzmanlar planlama eksikliğine dikkat çekiyor. Tesislerin bakım sorunları olduğu ifade ediliyor.,Spor alanında yeni tesisler hizmete açıldı. Yetkililer projelerin gençlere yönelik olduğunu belirtti. Tesislerin farklı spor dallarına hizmet verdiği açıklandı. Kullanım oranları takip ediliyor.,0.09298881450413897,0.907011185495861,0.0625,1
23,notr,Hurriyet,Spor alanında yeni yatırımlar,Spor alanında yeni tesisler hizmete açıldı. Yetkililer projelerin gençlere yönelik olduğunu belirtti. Tesislerin farklı spor dallarına hizmet verdiği açıklandı. Kullanım oranları takip ediliyor.,Spor alanında yeni tesisler hizmete açıldı. Yetkililer projelerin gençlere yönelik olduğunu belirtti. Tesislerin farklı spor dallarına hizmet verdiği açıklandı. Kullanım oranları takip ediliyor.,1.0000000000000002,-2.220446049250313e-16,0.041666666666666664,1
24,yandas,Sabah,Su projeleriyle kaynaklar korunuyor,Su kaynaklarının korunması için yeni projeler hayata geçirildi. Yetkililer sürdürülebilir kullanımın hedeflendiğini belirtti. Projeler sayesinde su tasarrufu sağlandığı ifade edildi. Çalışmaların genişletileceği açıklandı.,Su kaynaklarının yönetimi için çeşitli projeler yürütülüyor. Yetkililer yeni uygulamalar hakkında bilgi verdi. Bazı bölgelerde tasarruf önlemleri uygulanıyor. Süreç yakından izleniyor.,0.2077203605385078,0.7922796394614922,0.0625,1
24,karsit,Sozcu,Su sıkıntısı büyüyor,Bazı bölgelerde su kaynaklarının yetersiz olduğu ifade ediliyor. Vatandaşlar kesintilerden şikayetçi. Uzmanlar su yönetiminde sorunlar olduğunu belirtiyor. Önlem alınması gerektiği vurgulanıyor.,Su kaynaklarının yönetimi için çeşitli projeler yürütülüyor. Yetkililer yeni uygulamalar hakkında bilgi verdi. Bazı bölgelerde tasarruf önlemleri uygulanıyor. Süreç yakından izleniyor.,0.131269650792916,0.868730349207084,0.022727272727272728,0
24,notr,Hurriyet,Su yönetimi çalışmaları sürüyor,Su kaynaklarının yönetimi için çeşitli projeler yürütülüyor. Yetkililer yeni uygulamalar hakkında bilgi verdi. Bazı bölgelerde tasarruf önlemleri uygulanıyor. Süreç yakından izleniyor.,Su kaynaklarının yönetimi için çeşitli projeler yürütülüyor. Yetkililer yeni uygulamalar hakkında bilgi verdi. Bazı bölgelerde tasarruf önlemleri uygulanıyor. Süreç yakından izleniyor.,0.9999999999999992,7.771561172376096e-16,0.045454545454545456,1
25,yandas,Sabah,Kültür merkezleri yaygınlaşıyor,Yeni kültür merkezleri vatandaşların kullanımına sunuldu. Yetkililer bu merkezlerin sosyal hayatı canlandırdığını belirtti. Etkinlik sayısının arttığı ifade edildi. Projelerin farklı şehirlere yayılması planlanıyor.,Şehirde yeni kültür merkezleri açıldı. Yetkililer merkezlerin farklı etkinliklere ev sahipliği yapacağını belirtti. Vatandaşlar etkinliklere katılmaya başladı. Kullanım oranları değerlendirilecek.,0.1861470403225451,0.8138529596774549,0.020833333333333332,0
25,karsit,Sozcu,Kültür yatırımları yetersiz,Kültürel faaliyetlere ayrılan bütçenin yetersiz olduğu eleştiriliyor. Sanatçılar destek eksikliğine dikkat çekiyor. Bazı projelerin sürdürülebilir olmadığı ifade ediliyor. Kültür politikaları tartışılıyor.,Şehirde yeni kültür merkezleri açıldı. Yetkililer merkezlerin farklı etkinliklere ev sahipliği yapacağını belirtti. Vatandaşlar etkinliklere katılmaya başladı. Kullanım oranları değerlendirilecek.,0.02410651993054232,0.9758934800694576,0.06818181818181818,1
25,notr,Hurriyet,Kültür alanında yeni merkezler,Şehirde yeni kültür merkezleri açıldı. Yetkililer merkezlerin farklı etkinliklere ev sahipliği yapacağını belirtti. Vatandaşlar etkinliklere katılmaya başladı. Kullanım oranları değerlendirilecek.,Şehirde yeni kültür merkezleri açıldı. Yetkililer merkezlerin farklı etkinliklere ev sahipliği yapacağını belirtti. Vatandaşlar etkinliklere katılmaya başladı. Kullanım oranları değerlendirilecek.,0.9999999999999998,2.220446049250313e-16,0.047619047619047616,1
26,yandas,Sabah,Sanayi üretiminde artış sürüyor,Sanayi üretiminde artış yaşandığı açıklandı. Yetkililer üretim kapasitesinin yükseldiğini belirtti. Yeni yatırımların sektöre katkı sağladığı ifade edildi. Büyümenin devam edeceği öngörülüyor.,Sanayi üretimine ilişkin güncel veriler açıklandı. Bazı alanlarda artış gözlemlendi. Uzmanlar verileri değerlendirdi. Sektördeki gelişmeler izleniyor.,0.09021753889016754,0.9097824611098324,0.045454545454545456,1
26,karsit,Sozcu,Sanayide maliyet baskısı artıyor,Sanayi sektöründe maliyetlerin arttığı ifade ediliyor. Üreticiler artan giderlerden şikayetçi. Uzmanlar rekabet gücünün zayıfladığını belirtiyor. Sektörde zorluklar yaşanıyor.,Sanayi üretimine ilişkin güncel veriler açıklandı. Bazı alanlarda artış gözlemlendi. Uzmanlar verileri değerlendirdi. Sektördeki gelişmeler izleniyor.,0.06335481222196541,0.9366451877780346,0.02631578947368421,0
26,notr,Hurriyet,Sanayi verileri paylaşıldı,Sanayi üretimine ilişkin güncel veriler açıklandı. Bazı alanlarda artış gözlemlendi. Uzmanlar verileri değerlendirdi. Sektördeki gelişmeler izleniyor.,Sanayi üretimine ilişkin güncel veriler açıklandı. Bazı alanlarda artış gözlemlendi. Uzmanlar verileri değerlendirdi. Sektördeki gelişmeler izleniyor.,1.0,0.0,0.08823529411764706,1
27,yandas,Sabah,Turizm altyapısı güçlendiriliyor,Turizm altyapısını geliştirmek için yeni yatırımlar yapıldı. Yetkililer projelerin sektöre katkı sağlayacağını belirtti. Turist sayısının artması hedefleniyor. Çalışmaların devam edeceği açıklandı.,Turizm sektöründe altyapı çalışmaları yürütülüyor. Yetkililer projeler hakkında bilgi verdi. Yatırımların sektöre etkisi değerlendiriliyor. Süreç takip ediliyor.,0.08726241001636581,0.9127375899836342,0.045454545454545456,1
27,karsit,Sozcu,Turizmde plansızlık eleştirisi,Turizm yatırımlarında planlama eksikliği olduğu öne sürüldü. Sektör temsilcileri koordinasyon sorunlarına dikkat çekiyor. Bazı projelerin beklenen sonucu vermediği ifade ediliyor. Eleştiriler sürüyor.,Turizm sektöründe altyapı çalışmaları yürütülüyor. Yetkililer projeler hakkında bilgi verdi. Yatırımların sektöre etkisi değerlendiriliyor. Süreç takip ediliyor.,0.05519779288412598,0.944802207115874,0.08695652173913043,2
27,notr,Hurriyet,Turizm altyapı çalışmaları,Turizm sektöründe altyapı çalışmaları yürütülüyor. Yetkililer projeler hakkında bilgi verdi. Yatırımların sektöre etkisi değerlendiriliyor. Süreç takip ediliyor.,Turizm sektöründe altyapı çalışmaları yürütülüyor. Yetkililer projeler hakkında bilgi verdi. Yatırımların sektöre etkisi değerlendiriliyor. Süreç takip ediliyor.,1.0,0.0,0.027777777777777776,0
28,yandas,Sabah,Enerji verimliliği projeleri başarı sağladı,Enerji verimliliğini artırmaya yönelik projelerin olumlu sonuç verdiği açıklandı. Yetkililer tasarruf oranlarının arttığını belirtti. Yeni uygulamaların yaygınlaştırılacağı ifade edildi. Projeler çevreye katkı sağlıyor.,Enerji verimliliği kapsamında çeşitli projeler yürütülüyor. Yetkililer uygulamaların devam ettiğini açıkladı. Tasarruf oranları değerlendiriliyor. Sürecin etkileri izleniyor.,0.14654515148256556,0.8534548485174345,0.041666666666666664,1
28,karsit,Sozcu,Enerji tasarrufu hedefleri tutmadı,Enerji tasarrufu projelerinin beklenen sonuçları vermediği iddia edildi. Uzmanlar uygulamada eksiklikler olduğunu belirtiyor. Verimlilik hedeflerinin altında kalındığı ifade ediliyor. Yeni önlemler gerektiği vurgulanıyor.,Enerji verimliliği kapsamında çeşitli projeler yürütülüyor. Yetkililer uygulamaların devam ettiğini açıkladı. Tasarruf oranları değerlendiriliyor. Sürecin etkileri izleniyor.,0.026265412280895583,0.9737345877191044,0.125,3
28,notr,Hurriyet,Enerji verimliliği çalışmaları,Enerji verimliliği kapsamında çeşitli projeler yürütülüyor. Yetkililer uygulamaların devam ettiğini açıkladı. Tasarruf oranları değerlendiriliyor. Sürecin etkileri izleniyor.,Enerji verimliliği kapsamında çeşitli projeler yürütülüyor. Yetkililer uygulamaların devam ettiğini açıkladı. Tasarruf oranları değerlendiriliyor. Sürecin etkileri izleniyor.,1.0,0.0,0.08333333333333333,1
29,yandas,Sabah,Yeni hastane hizmete açıldı,Modern donanıma sahip yeni hastane hizmete açıldı. Yetkililer sağlık hizmetlerinin kalitesinin artacağını belirtti. Hastanenin bölgeye önemli katkı sağlayacağı ifade edildi. Yeni yatırımların süreceği vurgulandı.,Yeni hastane düzenlenen törenle hizmete açıldı. Yetkililer kapasite ve hizmetler hakkında bilgi verdi. Hastane hasta kabulüne başladı. Süreç izleniyor.,0.18276477840269142,0.8172352215973085,0.06,1
29,karsit,Sozcu,Hastane eksikleri tartışma yarattı,Yeni açılan hastanede bazı eksiklikler olduğu iddia edildi. Vatandaşlar hizmet kalitesi konusunda şikayetlerini dile getirdi. Uzmanlar altyapı sorunlarına dikkat çekiyor. Tartışmalar devam ediyor.,Yeni hastane düzenlenen törenle hizmete açıldı. Yetkililer kapasite ve hizmetler hakkında bilgi verdi. Hastane hasta kabulüne başladı. Süreç izleniyor.,0.02356488323370857,0.9764351167662915,0.10416666666666667,2
29,notr,Hurriyet,Yeni hastane açıldı,Yeni hastane düzenlenen törenle hizmete açıldı. Yetkililer kapasite ve hizmetler hakkında bilgi verdi. Hastane hasta kabulüne başladı. Süreç izleniyor.,Yeni hastane düzenlenen törenle hizmete açıldı. Yetkililer kapasite ve hizmetler hakkında bilgi verdi. Hastane hasta kabulüne başladı. Süreç izleniyor.,0.9999999999999992,7.771561172376096e-16,0.15,1
30,yandas,Sabah,E-ticaret hacmi büyüyor,E-ticaret sektöründe önemli bir büyüme yaşandığı açıklandı. Yetkililer işlem hacminin arttığını belirtti. Dijital dönüşümün sektöre katkı sağladığı ifade edildi. Büyümenin devam etmesi bekleniyor.,E-ticaret sektörüne ilişkin güncel veriler paylaşıldı. İşlem hacminde artış gözlemlendi. Uzmanlar sektördeki gelişmeleri değerlendirdi. Sürecin nasıl ilerleyeceği takip ediliyor.,0.02480556997228467,0.9751944300277153,0.041666666666666664,1
